Loan_ID,Gender,Married,Dependents,Education,Employment_Type,Job_Domain,Business_Domain,Years_of_Experience,ApplicantIncome,CoapplicantIncome,Total_Monthly_Income,LoanAmount,Loan_Amount_Term,Interest_Rate,EMI,DTI,Credit_History,Property_Area,Loan_Status
LN100261,Female,Yes,0,Graduate,Salaried,Consulting,,3.1,10994.0,0.0,10994,493630.0,84,10.255623126389668,8260.19,0.751,0,Semiurban,0
LN100816,Male,Yes,0,Graduate,Salaried,Government,,7.7,49893.0,0.0,49893,613145.0,84,11.401467606506156,10628.41,0.213,0,Urban,1
LN100704,Male,Yes,0,Graduate,Salaried,Education,,3.8,12292.0,0.0,12292,128728.0,180,7.0,1157.04,0.094,1,Urban,0
LN100175,Male,Yes,0,Graduate,Self-Employed,,Trading,1.6,43611.0,0.0,43611,637097.0,60,9.049540201134134,13240.41,0.304,1,Semiurban,1
LN101258,Male,Yes,0,Graduate,Salaried,IT,,1.8,12745.0,0.0,12745,772057.0,180,8.268044576672908,7498.14,0.588,0,Rural,0
LN100461,Male,No,0,Graduate,Salaried,Retail,,4.6,8736.0,0.0,8736,551324.0,60,8.878322343451027,11412.05,1.306,0,Semiurban,0
LN100618,Female,Yes,2,Graduate,Self-Employed,,IT Services,0.1,109225.0,0.0,109225,279882.0,60,7.404666810781771,5595.59,0.051,0,Urban,0
LN100237,Male,Yes,0,Graduate,Self-Employed,,Agriculture,17.6,69830.0,0.0,69830,926237.0,84,7.89991519425493,14390.39,0.206,1,Urban,1
LN100818,Male,Yes,0,Graduate,Salaried,Banking,,7.9,38487.0,16400.0,54887,553404.0,120,11.909365325871136,7910.77,0.144,0,Urban,1
LN101257,Male,Yes,1,Graduate,Salaried,Consulting,,21.3,121399.0,0.0,121399,1053907.0,84,9.231259913678647,17080.34,0.141,1,Semiurban,1
LN100670,Male,Yes,0,Graduate,Salaried,Government,,4.2,62063.0,0.0,62063,854098.0,240,10.82128979565343,8712.26,0.14,1,Semiurban,1
LN100534,Male,No,0,Graduate,Salaried,Banking,,0.3,103883.0,27711.0,131594,1174342.0,360,8.102181946002705,8700.7,0.066,0,Semiurban,0
LN100039,Male,Yes,2,Graduate,Salaried,Retail,,7.9,9274.0,0.0,9274,573195.0,84,9.917347825401519,9491.25,1.023,1,Semiurban,0
LN100881,Male,Yes,1,Graduate,Self-Employed,,Services,1.0,65397.0,1669.0,67066,973369.0,84,10.806975508226412,16567.83,0.247,0,Semiurban,1
LN100894,Male,Yes,1,Graduate,Salaried,Government,,16.9,32058.0,0.0,32058,535819.0,84,10.679911063199764,9084.6,0.283,1,Urban,1
LN101099,Male,Yes,0,Graduate,Salaried,Healthcare,,6.0,76404.0,0.0,76404,323578.0,60,9.000604920458812,6717.04,0.088,1,Semiurban,1
LN100739,Male,Yes,1,Graduate,Salaried,IT,,3.4,47501.0,0.0,47501,206021.0,84,8.130489559568689,3224.5,0.068,0,Rural,0
LN100303,Male,Yes,0,Not Graduate,Salaried,Consulting,,3.6,51107.0,0.0,51107,743539.0,60,9.942608076303767,15777.02,0.309,1,Urban,1
LN100358,Female,Yes,0,Graduate,Salaried,Retail,,5.1,36692.0,0.0,36692,259773.0,60,8.07787753033296,5276.95,0.144,0,Semiurban,1
LN101281,Male,No,2,Graduate,Salaried,IT,,0.6,22018.0,0.0,22018,787409.0,84,8.800385667834203,12589.06,0.572,1,Semiurban,1
LN100198,Female,Yes,3+,Graduate,Salaried,Manufacturing,,1.0,110160.0,0.0,110160,317697.0,180,12.147383357821166,3843.07,0.035,0,Urban,0
LN101220,Female,Yes,0,,Self-Employed,,Retail,4.7,59346.0,0.0,59346,476062.0,60,10.216046352968839,10165.59,0.171,1,Rural,1
LN100793,Male,Yes,0,Graduate,Salaried,Healthcare,,3.2,77443.0,0.0,77443,1241894.0,360,11.464746554159333,12264.98,0.158,1,Semiurban,1
LN101185,Female,No,0,Graduate,Salaried,Retail,,1.9,41727.0,0.0,41727,734529.0,120,8.61692042923386,9153.1,0.219,1,Urban,1
LN101079,Female,No,0,Graduate,Salaried,Manufacturing,,8.0,78860.0,0.0,78860,50000.0,84,7.766616615894135,773.51,0.01,1,Semiurban,1
LN100056,Male,No,2,Not Graduate,Salaried,Retail,,9.8,80189.0,17149.0,97338,546488.0,60,11.558090589163275,12034.64,0.124,0,Urban,1
LN100691,Male,Yes,2,Graduate,Salaried,Healthcare,,1.1,77592.0,0.0,77592,528517.0,240,8.33773795527288,4532.46,0.058,1,Semiurban,1
LN100447,Male,Yes,0,Graduate,Salaried,Consulting,,6.8,62366.0,0.0,62366,443108.0,60,9.176792465834247,9236.26,0.148,1,Urban,1
LN100599,Male,No,0,Graduate,Salaried,Manufacturing,,6.3,102216.0,0.0,102216,707521.0,60,12.154134019273023,15793.58,0.155,1,Urban,1
LN101272,Male,Yes,0,Graduate,Salaried,Manufacturing,,5.3,8848.0,16221.0,25069,827950.0,60,10.696395614853689,17876.53,0.713,1,Rural,1
LN101087,Male,Yes,0,Graduate,Salaried,Healthcare,,19.8,83073.0,36802.0,119875,50000.0,240,10.943628113521001,514.18,0.004,0,Urban,1
LN100803,Male,Yes,0,Graduate,Salaried,Banking,,11.8,48181.0,0.0,48181,520532.0,60,11.3634062453329,11412.19,0.237,1,Semiurban,0
LN101286,Male,Yes,3+,Graduate,Self-Employed,,Agriculture,5.1,8816.0,30506.0,39322,425657.0,360,8.98609350279426,3420.67,0.087,0,Urban,0
LN100086,Male,No,0,Graduate,Self-Employed,,Services,0.3,77286.0,16300.0,93586,231270.0,180,14.926177301931826,3225.14,0.034,1,Urban,1
LN100123,Male,Yes,0,Graduate,Self-Employed,,Trading,3.4,17125.0,0.0,17125,603758.0,240,9.977583880868389,5817.43,0.34,0,Urban,0
LN100990,Female,Yes,3+,Graduate,Salaried,Manufacturing,,16.5,109734.0,13542.0,123276,390518.0,360,8.417468866934223,2979.93,0.024,1,Semiurban,1
LN101245,Male,Yes,1,Not Graduate,Salaried,Government,,0.2,73787.0,0.0,73787,1044271.0,60,10.436370102388498,22412.55,0.304,1,Rural,1
LN100554,Female,No,0,Not Graduate,Self-Employed,,Agriculture,11.7,20439.0,0.0,20439,254227.0,180,9.699619259780837,2685.41,0.131,1,Urban,1
LN100678,Female,No,0,Not Graduate,Salaried,IT,,0.6,76453.0,0.0,76453,212665.0,360,10.235647975965746,1903.43,0.025,0,Semiurban,0
LN100670,Male,Yes,0,Graduate,Salaried,Government,,4.2,62063.0,0.0,62063,854098.0,240,10.82128979565343,8712.26,0.14,1,Semiurban,1
LN100244,Male,No,1,Not Graduate,Salaried,Healthcare,,3.3,25808.0,0.0,25808,50000.0,120,10.49061282707996,674.41,0.026,1,Semiurban,1
LN100773,Male,No,1,Graduate,Self-Employed,,Manufacturing,0.9,49129.0,0.0,49129,763444.0,60,9.657772976067648,16092.67,0.328,1,Semiurban,1
LN100771,Female,Yes,1,Not Graduate,Salaried,Retail,,5.1,64817.0,0.0,64817,781288.0,120,8.471736295938022,9675.05,0.149,1,Semiurban,1
LN100596,Male,Yes,3+,Graduate,Salaried,Banking,,1.7,113232.0,0.0,113232,588078.0,60,9.819248412665013,12442.68,0.11,1,Semiurban,1
LN101138,Male,Yes,2,Graduate,Salaried,Consulting,,2.7,27530.0,0.0,27530,50000.0,60,12.851247722598618,1133.85,0.041,1,Semiurban,1
LN100570,Male,No,1,Not Graduate,Salaried,Manufacturing,,4.6,34021.0,0.0,34021,671079.0,84,9.223049051175236,10873.16,0.32,1,Rural,1
LN100128,Male,Yes,0,Graduate,Salaried,Banking,,2.3,80229.0,0.0,80229,218224.0,180,7.850439393073218,2066.66,0.026,1,Urban,1
LN100394,Male,Yes,0,Graduate,Salaried,Government,,3.5,116194.0,0.0,116194,395726.0,120,7.386919087342255,4674.02,0.04,1,Semiurban,1
LN100453,Female,Yes,0,Not Graduate,Salaried,Education,,5.9,43652.0,26881.0,70533,535984.0,84,9.045702338196808,8635.93,0.122,1,Rural,1
LN101202,Male,Yes,2,Graduate,Salaried,Retail,,2.5,79595.0,0.0,79595,503574.0,60,13.077264196128372,11477.78,0.144,0,Urban,0
LN100628,Male,Yes,0,Graduate,Salaried,Banking,,1.3,32033.0,0.0,32033,614148.0,120,9.204865620992695,7848.02,0.245,0,Semiurban,0
LN100786,Male,Yes,0,Graduate,Salaried,Education,,5.5,40247.0,0.0,40247,815980.0,120,13.081143374385466,12222.54,0.304,1,Urban,1
LN100113,Female,Yes,0,Graduate,Self-Employed,,Retail,4.9,65573.0,0.0,65573,677464.0,120,9.722687234208113,8849.03,0.135,1,Rural,1
LN100178,Female,No,0,Graduate,Self-Employed,,Manufacturing,6.1,119080.0,0.0,119080,745198.0,84,12.392142983565796,13311.57,0.112,0,Urban,0
LN100888,Male,No,0,Graduate,Salaried,Banking,,3.3,8528.0,0.0,8528,413509.0,60,9.643414939979332,8713.47,1.022,1,Urban,0
LN100838,Male,Yes,3+,Graduate,Salaried,Banking,,5.9,81169.0,0.0,81169,672135.0,180,9.413667599241418,6983.63,0.086,0,Urban,1
LN100174,Male,Yes,1,Graduate,Salaried,Education,,3.6,35007.0,4815.0,39822,809599.0,240,8.555997198386462,7054.61,0.177,1,Rural,1
LN100721,Male,Yes,0,Graduate,Self-Employed,,Construction,3.5,63582.0,5210.0,68792,301028.0,60,9.736962738407739,6357.06,0.092,1,Rural,1
LN100862,Male,Yes,1,Graduate,Salaried,Banking,,1.4,82731.0,0.0,82731,862221.0,60,9.008467177685931,17901.83,0.216,1,Semiurban,1
LN100254,Male,Yes,0,Graduate,Salaried,Education,,3.2,109088.0,8321.0,117409,324268.0,120,7.0,3765.03,0.032,0,Urban,0
LN101087,Male,Yes,0,Graduate,Salaried,Healthcare,,19.8,,36802.0,119875,50000.0,240,10.943628113521001,514.18,0.004,0,Urban,1
LN100997,Male,Yes,1,Graduate,Self-Employed,,Retail,5.8,60555.0,0.0,60555,1333653.0,60,8.771421035321792,27536.73,0.455,1,Urban,1
LN100965,Male,Yes,2,Graduate,Salaried,Banking,,0.3,62219.0,0.0,62219,370518.0,180,10.641515156514895,4128.27,0.066,0,Rural,0
LN101199,Male,Yes,1,Graduate,Self-Employed,,Trading,0.6,31084.0,24787.0,55871,576998.0,60,12.51269490953534,12984.99,0.232,0,Semiurban,0
LN100029,Male,Yes,0,Graduate,Salaried,Consulting,,14.7,82805.0,26336.0,109141,74320.0,60,7.950682613646661,1505.19,0.014,0,Rural,1
LN100220,Male,Yes,3+,Graduate,Salaried,Education,,5.2,61170.0,32478.0,93648,148663.0,360,10.422375107628751,1351.26,0.014,1,Semiurban,1
LN100423,Male,Yes,0,Graduate,Self-Employed,,Construction,11.3,9808.0,0.0,9808,680557.0,84,12.291972360459267,12120.21,1.236,1,Semiurban,0
LN101211,Male,No,0,Not Graduate,Salaried,Healthcare,,0.9,40081.0,0.0,40081,459335.0,120,11.54079218236429,6468.77,0.161,1,Rural,1
LN101048,Female,Yes,1,Graduate,Salaried,Manufacturing,,1.7,44026.0,0.0,44026,644792.0,360,12.67467177998876,6969.1,0.158,1,Semiurban,1
LN101105,Male,Yes,3+,Graduate,Salaried,Government,,6.8,96554.0,0.0,96554,313442.0,60,10.585258289320128,6750.34,0.07,0,Rural,1
LN100031,Male,No,2,Graduate,Salaried,Education,,0.7,17860.0,0.0,17860,799244.0,360,10.573175755888776,7354.76,0.412,1,Urban,1
LN100925,Male,Yes,0,Graduate,Self-Employed,,Manufacturing,11.8,68093.0,20723.0,88816,492202.0,120,11.557579055739449,6936.36,0.078,0,Rural,0
LN100210,Male,No,0,Graduate,Salaried,Education,,2.8,10118.0,30630.0,40748,443331.0,240,9.758071849508282,4207.42,0.103,0,Rural,0
LN100342,Male,Yes,0,Graduate,Self-Employed,,Agriculture,0.1,98433.0,0.0,98433,415843.0,84,7.814713557627943,6443.1,0.065,1,Urban,0
LN100350,Male,Yes,2,Graduate,Salaried,Consulting,,2.3,42601.0,0.0,42601,1385421.0,60,9.65745881101354,29203.14,0.686,1,Semiurban,1
LN100275,Male,Yes,0,Not Graduate,Salaried,Banking,,6.2,12325.0,0.0,12325,391293.0,84,9.720777671551527,6439.61,0.522,0,Rural,1
LN100823,Male,Yes,0,Graduate,Salaried,Retail,,1.9,66257.0,31301.0,97558,988185.0,120,12.016650862124507,14187.1,0.145,1,Urban,1
LN100221,Male,No,0,Graduate,Salaried,Banking,,0.1,25604.0,0.0,25604,1108993.0,120,9.727209901314756,14488.42,0.566,0,Rural,0
LN101053,Female,No,0,Graduate,Salaried,Banking,,11.4,104812.0,23204.0,128016,700813.0,60,11.298808882876514,15342.01,0.12,1,Urban,1
LN100938,Male,Yes,1,Graduate,Salaried,IT,,6.8,73340.0,18718.0,92058,562290.0,60,10.07637054330321,11968.14,0.13,1,Semiurban,1
LN100711,Male,Yes,1,Graduate,Self-Employed,,Services,3.1,115938.0,29911.0,145849,305239.0,84,13.576896700497205,5649.08,0.039,0,Semiurban,1
LN100070,Male,No,1,Not Graduate,Salaried,Education,,8.6,80221.0,0.0,80221,193734.0,84,9.47031972999633,3163.44,0.039,1,Semiurban,1
LN100991,Male,Yes,0,Graduate,Salaried,Banking,,0.7,40555.0,0.0,40555,53681.0,180,8.919582135118102,541.9,0.013,1,Semiurban,1
LN101043,Male,Yes,0,Graduate,Salaried,Banking,,4.1,52548.0,0.0,52548,806287.0,60,9.226847702977922,16826.1,0.32,0,Rural,0
LN100649,Male,Yes,1,Graduate,Salaried,IT,,4.2,8672.0,0.0,8672,1084066.0,240,9.72753229164065,10266.53,1.184,1,Semiurban,0
LN100410,Male,Yes,1,Graduate,Salaried,Manufacturing,,5.6,80015.0,0.0,80015,612905.0,180,10.249508298925983,6680.18,0.083,0,Semiurban,1
LN100948,Female,Yes,0,Graduate,Salaried,Retail,,0.9,26233.0,15684.0,41917,1118919.0,180,9.558815229435746,11723.77,0.28,1,Urban,1
LN101032,Male,Yes,0,Not Graduate,Salaried,Healthcare,,13.8,103290.0,0.0,103290,281287.0,84,10.709430347069906,4773.45,0.046,1,Urban,1
LN100549,Male,Yes,0,Graduate,Salaried,Consulting,,21.2,53812.0,0.0,53812,517135.0,360,11.721704187639629,5208.8,0.097,0,Urban,1
LN100048,Male,No,0,Graduate,Salaried,IT,,13.9,118891.0,0.0,118891,846971.0,84,9.82996780883905,13986.42,0.118,1,Semiurban,1
LN100155,Male,No,0,Graduate,Salaried,Retail,,1.1,34432.0,20786.0,55218,282711.0,120,11.903211484475435,4040.28,0.073,0,Urban,0
LN101285,Male,Yes,3+,Not Graduate,Salaried,IT,,0.8,51069.0,0.0,51069,784532.0,84,9.35349834125059,12763.59,0.25,1,Semiurban,1
LN101054,Female,No,0,Graduate,Salaried,Consulting,,2.2,42818.0,0.0,42818,63496.0,60,9.46931390328653,1332.58,0.031,1,Urban,1
LN100922,Female,Yes,0,Graduate,Salaried,Government,,4.4,20479.0,15755.0,36234,856751.0,360,10.585288915908103,7891.72,0.218,1,Semiurban,1
LN101128,Male,Yes,0,Graduate,Salaried,Education,,0.1,22291.0,0.0,22291,138606.0,240,9.695614065198658,1309.75,0.059,0,Semiurban,0
LN101090,Female,Yes,2,Not Graduate,Salaried,Manufacturing,,0.4,52033.0,6378.0,58411,940393.0,84,11.199496773021362,16200.63,0.277,1,Rural,1
LN100370,Male,Yes,0,Graduate,Self-Employed,,Manufacturing,1.1,100319.0,0.0,100319,940771.0,60,11.950264790219709,20903.29,0.208,0,Semiurban,0
LN101260,Male,No,2,Graduate,Salaried,Education,,1.1,41345.0,0.0,41345,769051.0,120,11.146281424203346,10657.46,0.258,1,Urban,1
LN100942,Male,Yes,0,Graduate,Salaried,Healthcare,,18.2,31467.0,0.0,31467,665379.0,60,8.977972590347186,13805.06,0.439,1,Urban,1
LN100679,Female,No,2,Graduate,Salaried,Manufacturing,,0.1,22754.0,0.0,22754,699322.0,180,10.103021064475808,7559.09,0.332,1,Urban,1
LN100306,Male,Yes,3+,Graduate,Salaried,Government,,5.5,20001.0,0.0,20001,257702.0,360,7.781989605534554,1851.91,0.093,1,Semiurban,1
LN100367,Female,No,1,Graduate,Salaried,Healthcare,,2.2,35540.0,0.0,35540,50000.0,60,10.682763504803237,1079.23,0.03,1,Semiurban,1
LN100695,Male,Yes,0,Graduate,Salaried,Government,,18.1,147511.0,0.0,147511,911509.0,60,10.605910624102457,19639.74,0.133,1,Urban,1
LN101088,Female,No,0,Graduate,Self-Employed,,Services,4.8,81432.0,0.0,81432,518732.0,60,9.065904128494378,10784.62,0.132,1,Urban,1
LN101106,Male,Yes,2,Graduate,Salaried,Manufacturing,,3.6,82265.0,0.0,82265,344405.0,180,10.423000813831766,3790.63,0.046,1,Semiurban,1
LN100558,Male,No,2,Graduate,Salaried,Manufacturing,,13.6,55810.0,12834.0,68644,274534.0,180,10.367915398326412,3012.25,0.044,1,Urban,1
LN100494,Male,Yes,0,Not Graduate,Self-Employed,,Services,2.2,25437.0,0.0,25437,496494.0,180,12.616743324039833,6157.17,0.242,1,Urban,0
LN100462,Male,Yes,1,Graduate,Self-Employed,,Retail,2.0,52719.0,0.0,52719,763238.0,120,9.812070065845843,10006.99,0.19,1,Urban,1
LN101074,Female,Yes,1,Graduate,Salaried,Healthcare,,2.0,58552.0,0.0,58552,294060.0,60,11.073865624193214,6404.41,0.109,1,Urban,1
LN100243,Male,Yes,3+,Graduate,Self-Employed,,Construction,8.7,46091.0,0.0,46091,1347410.0,84,10.437061684357875,22674.06,0.492,1,Urban,1
LN100936,Male,No,0,Graduate,Salaried,Government,,1.1,47147.0,0.0,47147,677047.0,360,10.963067637840341,6428.79,0.136,1,Semiurban,1
LN100654,Male,No,0,Graduate,Salaried,Retail,,3.0,64299.0,0.0,64299,322817.0,360,9.536134138550906,2722.94,0.042,1,Rural,1
LN100756,Male,Yes,1,Graduate,Salaried,Education,,9.6,44282.0,0.0,44282,754859.0,84,12.0701849343781,13353.67,0.302,1,Semiurban,1
LN100662,Male,No,0,Not Graduate,Salaried,Retail,,1.2,87395.0,0.0,87395,,60,9.401947326275216,15502.72,0.177,1,Urban,1
LN100420,Female,Yes,0,Graduate,Salaried,Consulting,,1.1,41627.0,0.0,41627,618484.0,180,12.606857142752876,7666.01,0.184,1,Urban,1
LN100982,Male,Yes,0,Graduate,Salaried,IT,,0.5,8080.0,0.0,8080,770462.0,60,11.363145217186538,16891.58,2.091,0,Semiurban,0
LN100054,Male,Yes,2,Graduate,Self-Employed,,Trading,11.3,125465.0,0.0,125465,656445.0,120,10.971408973850606,9031.91,0.072,1,Semiurban,1
LN101089,Male,Yes,0,Graduate,Salaried,IT,,7.9,32718.0,0.0,32718,535738.0,60,8.423006472965081,10971.62,0.335,1,Rural,1
LN100783,Male,No,0,Graduate,Salaried,Consulting,,0.3,35693.0,0.0,35693,1224941.0,180,10.157613956812442,13281.64,0.372,1,Rural,1
LN100109,Male,No,0,Graduate,Self-Employed,,Trading,4.7,16359.0,0.0,16359,1018022.0,84,10.855877050179789,17353.97,1.061,1,Urban,0
LN100774,Female,No,2,Graduate,Salaried,Banking,,2.4,8384.0,0.0,8384,320983.0,180,10.4236746460834,3532.97,0.421,0,Urban,0
LN100571,Female,Yes,0,Not Graduate,Salaried,Healthcare,,0.9,90185.0,0.0,90185,282136.0,180,7.321388077080606,2586.88,0.029,1,Semiurban,1
LN100964,Male,Yes,0,Graduate,Salaried,Government,,5.7,8912.0,5152.0,14064,378703.0,180,9.089015431793626,3861.14,0.275,1,Semiurban,1
LN100999,Male,Yes,1,Not Graduate,Salaried,Banking,,1.1,71422.0,0.0,71422,108046.0,84,10.501413199114781,1821.81,0.026,0,Semiurban,0
LN100296,Male,Yes,1,Graduate,Salaried,Manufacturing,,9.1,98697.0,0.0,98697,567522.0,120,8.751894298400805,7113.15,0.072,1,Urban,1
LN100451,Male,Yes,0,Graduate,Salaried,Healthcare,,4.2,40105.0,0.0,40105,223447.0,180,10.690296521845061,2496.41,0.062,1,Semiurban,1
LN100802,Male,Yes,3+,Graduate,Self-Employed,,Agriculture,0.9,41033.0,16617.0,57650,824629.0,120,11.537160700997516,11611.45,0.201,1,Urban,1
LN100597,Male,Yes,2,Graduate,Self-Employed,,Retail,2.4,52773.0,0.0,52773,809833.0,84,7.9190702298537,12589.6,0.239,1,Semiurban,1
LN100286,Male,Yes,1,Graduate,Salaried,Healthcare,,4.7,10968.0,0.0,10968,,60,10.972820121449496,8803.08,0.803,0,Urban,0
LN100804,Male,No,2,Graduate,Salaried,Consulting,,3.6,40048.0,0.0,40048,748347.0,84,8.504409508955106,11852.85,0.296,1,Semiurban,1
LN100624,Male,No,0,Graduate,Salaried,Education,,6.5,85770.0,22349.0,108119,1250132.0,60,13.937958370403368,29048.19,0.269,0,Rural,1
LN101023,Female,Yes,2,Not Graduate,Salaried,Manufacturing,,1.2,67880.0,0.0,67880,281005.0,60,9.289175695321422,5872.72,0.087,1,Semiurban,1
LN100458,Male,Yes,0,Graduate,Self-Employed,,Construction,11.6,43938.0,0.0,43938,367703.0,84,11.544350385734127,6401.71,0.146,1,Urban,1
LN100850,Male,Yes,0,Graduate,Salaried,Healthcare,,3.4,15681.0,0.0,15681,322493.0,360,7.669815799505102,2292.54,0.146,1,Urban,1
LN100170,Male,Yes,0,Graduate,Salaried,Manufacturing,,14.4,79313.0,0.0,79313,272263.0,60,12.523971391019945,6128.68,0.077,0,Rural,1
LN100312,Male,Yes,2,Graduate,Self-Employed,,Agriculture,2.9,63087.0,0.0,63087,1053855.0,60,11.700532747147763,23283.25,0.369,1,Semiurban,1
LN100560,Male,No,0,Graduate,Self-Employed,,Construction,3.7,53311.0,331.0,53642,728023.0,60,9.57119161753132,15315.18,0.286,0,Urban,0
LN100209,Male,No,2,Graduate,Salaried,Retail,,0.5,36707.0,0.0,36707,905519.0,60,8.993183387299167,18794.09,0.512,0,Semiurban,0
LN100422,Male,Yes,1,Graduate,salaried,,Manufacturing,6.5,61180.0,0.0,61180,1197656.0,360,7.988304951016434,8778.21,0.143,1,Rural,1
LN100140,Female,No,0,Not Graduate,Self-Employed,,Trading,17.0,32267.0,0.0,32267,50000.0,84,9.119882858904983,807.5,0.025,1,Semiurban,1
LN100977,Male,Yes,0,Graduate,Salaried,Consulting,,12.7,66061.0,0.0,66061,913386.0,240,10.469714534700298,9100.49,0.138,0,Urban,1
LN100918,Male,No,0,Not Graduate,Salaried,Manufacturing,,0.3,49447.0,0.0,49447,802635.0,120,7.0,9319.27,0.188,1,Rural,1
LN100588,Male,No,2,Graduate,Self-Employed,,Services,11.1,99838.0,0.0,99838,946269.0,84,11.372432999515336,16388.32,0.164,1,Urban,1
LN100380,Male,Yes,0,Graduate,Salaried,Healthcare,,14.6,95529.0,0.0,95529,1041076.0,240,7.583495848172249,8440.07,0.088,0,Semiurban,1
LN100199,Male,No,0,Graduate,Self-Employed,,Services,11.6,71088.0,0.0,71088,495756.0,240,8.915829616833259,4433.64,0.062,1,Semiurban,0
LN101031,Male,Yes,0,Graduate,Self-Employed,,Manufacturing,2.6,98538.0,0.0,98538,870265.0,240,9.653933541272766,8199.69,0.083,1,Rural,1
LN100603,Male,Yes,2,Graduate,Self-Employed,,Trading,2.0,54447.0,0.0,54447,450243.0,60,15.14336571701232,10745.16,0.197,0,Urban,0
LN100968,Male,Yes,2,Graduate,Salaried,IT,,3.9,85117.0,0.0,85117,726509.0,360,8.619125161245284,5647.68,0.066,0,Semiurban,0
LN100010,Male,Yes,2,Graduate,Self-Employed,,Retail,1.3,80111.0,15568.0,95679,605877.0,360,9.781233350541715,5219.32,0.055,0,Urban,0
LN100147,Male,No,0,Graduate,Salaried,IT,,5.3,8848.0,0.0,8848,366750.0,60,10.172859800458028,7823.58,0.884,1,Urban,0
LN100932,Female,No,0,Graduate,Salaried,Education,,2.5,8400.0,26259.0,34659,495596.0,240,7.740875634396898,4065.8,0.117,1,Urban,1
LN100282,Male,Yes,0,Graduate,Salaried,Education,,1.6,8256.0,0.0,8256,755458.0,180,7.557618928427239,7027.95,0.851,0,Semiurban,0
LN100298,Male,Yes,0,Graduate,Salaried,IT,,4.8,71202.0,41436.0,112638,734430.0,60,8.296604101711713,14996.06,0.133,1,Urban,1
LN100589,Male,No,2,Graduate,Salaried,Retail,,1.1,80742.0,0.0,80742,1032526.0,240,10.05711702909469,10003.2,0.124,0,Semiurban,0
LN100291,Male,No,1,Not Graduate,Self-Employed,,Services,2.3,8368.0,22701.0,31069,728661.0,60,14.263890592015688,17054.52,0.549,0,Rural,1
LN100552,Male,No,2,Graduate,Salaried,Education,,0.0,32258.0,0.0,32258,487150.0,240,10.981533535894327,5022.18,0.156,0,Urban,0
LN100958,Male,Yes,0,Not Graduate,Salaried,Banking,,10.1,31139.0,0.0,31139,478132.0,180,10.0828120134885,5162.28,0.166,1,Semiurban,1
LN100428,Male,No,1,Graduate,Salaried,Retail,,29.8,12768.0,28425.0,41193,855582.0,240,10.422923310713577,8497.71,0.206,1,Urban,1
LN100363,Male,Yes,3+,Graduate,Salaried,Banking,,3.5,17314.0,21708.0,39022,128570.0,360,7.146060645352837,868.03,0.022,0,Semiurban,0
LN100477,Male,Yes,0,Graduate,Salaried,Healthcare,,1.1,63228.0,0.0,63228,1139477.0,120,10.059033632491293,15095.55,0.239,1,Urban,1
LN100331,Male,Yes,1,Graduate,Salaried,Healthcare,,8.9,48372.0,0.0,48372,314383.0,120,8.163164589662365,3841.49,0.079,0,Urban,0
LN100471,Female,No,1,Graduate,Salaried,Manufacturing,,2.0,68103.0,0.0,68103,1231578.0,84,8.294960321618777,19377.12,0.285,1,Semiurban,1
LN100464,Female,Yes,1,Graduate,Salaried,Manufacturing,,5.5,61941.0,22574.0,84515,,60,11.812412110978208,21566.26,0.255,0,Semiurban,1
LN100974,Male,No,3+,Graduate,Salaried,IT,,15.1,121173.0,0.0,121173,1348055.0,240,10.250504382543607,13233.55,0.109,1,Urban,1
LN100661,Female,Yes,1,Graduate,Salaried,IT,,2.7,75073.0,0.0,75073,689768.0,120,8.566368463266034,8576.64,0.114,1,Semiurban,1
LN100135,Male,Yes,2,Not Graduate,Self-Employed,,Trading,12.3,108303.0,0.0,108303,1011087.0,84,8.762899030746457,16146.06,0.149,1,Urban,1
LN100432,Male,Yes,2,Graduate,Salaried,Government,,4.3,142616.0,0.0,142616,50000.0,84,8.653087021539655,795.68,0.006,0,Rural,0
LN100365,Male,No,2,Graduate,Salaried,Manufacturing,,6.0,66836.0,0.0,66836,698094.0,60,7.810319992123002,14091.54,0.211,1,Semiurban,1
LN100619,Male,Yes,2,Graduate,Salaried,Consulting,,4.4,53121.0,0.0,53121,592828.0,120,8.83483913621941,7456.81,0.14,0,Urban,0
LN100937,Female,Yes,0,Graduate,Self-Employed,,Agriculture,3.4,37088.0,0.0,37088,542400.0,84,10.758090064330695,9218.36,0.249,1,Semiurban,1
LN100875,Male,No,2,Graduate,Salaried,Education,,0.5,41077.0,0.0,41077,,84,11.929378129682288,12924.98,0.315,0,Semiurban,0
LN101269,Male,No,0,Graduate,Self-Employed,,IT Services,2.7,95708.0,0.0,95708,598342.0,360,11.438880064673558,5897.44,0.062,0,Semiurban,0
LN100158,Male,Yes,2,Not Graduate,Self-Employed,,Services,1.0,24441.0,14459.0,38900,204451.0,180,11.711343965725412,2415.92,0.062,0,Urban,1
LN100346,Male,Yes,1,Graduate,Salaried,Retail,,1.7,60738.0,0.0,60738,1027713.0,60,10.395728628519011,22036.51,0.363,0,Semiurban,0
LN101170,Male,Yes,1,Graduate,Salaried,Retail,,8.6,66254.0,0.0,66254,469704.0,60,11.359514853095728,10296.92,0.155,0,Semiurban,1
LN100617,Male,Yes,0,Not Graduate,Salaried,Banking,,12.9,114530.0,0.0,114530,820051.0,360,10.38391656561752,7430.25,0.065,1,Semiurban,1
